Burial rate: 
1e-4 cm/yr      1e-3 cm/yr      1e-2 cm/yr      1e-1 cm/yr      0.5 cm/yr 
8.106691e-10    8.106565e-11    8.106565e-12    8.106565e-13    1.621313e-13 
8.211471e-10    8.211345e-11    8.211345e-12    8.211346e-13    1.642269e-13 
8.317587e-10    8.317461e-11    8.317462e-12    8.317462e-13    1.663492e-13 
8.425056e-10    8.424930e-11    8.424930e-12    8.424931e-13    1.684986e-13 
8.533895e-10    8.533769e-11    8.533770e-12    8.533770e-13    1.706754e-13 
8.644122e-10    8.643996e-11    8.643996e-12    8.643996e-13    1.728799e-13 
8.755753e-10    8.755628e-11    8.755628e-12    8.755628e-13    1.751126e-13 
8.868809e-10    8.868683e-11    8.868683e-12    8.868683e-13    1.773737e-13 
8.983305e-10    8.983179e-11    8.983180e-12    8.983180e-13    1.796636e-13 
9.099261e-10    9.099136e-11    9.099136e-12    9.099136e-13    1.819827e-13 
9.216695e-10    9.216570e-11    9.216570e-12    9.216570e-13    1.843314e-13 
9.335627e-10    9.335502e-11    9.335502e-12    9.335502e-13    1.867100e-13 
9.456075e-10    9.455950e-11    9.455950e-12    9.455950e-13    1.891190e-13 
9.578058e-10    9.577933e-11    9.577934e-12    9.577934e-13    1.915587e-13 
9.701597e-10    9.701472e-11    9.701472e-12    9.701472e-13    1.940294e-13 
9.826711e-10    9.826586e-11    9.826586e-12    9.826586e-13    1.965317e-13 
9.953419e-10    9.953294e-11    9.953295e-12    9.953295e-13    1.990659e-13 
1.008174e-09    1.008162e-10    1.008162e-11    1.008162e-12    2.016324e-13 
1.021170e-09    1.021158e-10    1.021158e-11    1.021158e-12    2.042316e-13 
1.034332e-09    1.034320e-10    1.034320e-11    1.034320e-12    2.068639e-13 
1.047662e-09    1.047649e-10    1.047649e-11    1.047649e-12    2.095298e-13 
1.061161e-09    1.061149e-10    1.061149e-11    1.061149e-12    2.122297e-13 
1.074833e-09    1.074820e-10    1.074820e-11    1.074820e-12    2.149640e-13 
1.088678e-09    1.088666e-10    1.088666e-11    1.088666e-12    2.177332e-13 
1.102701e-09    1.102688e-10    1.102688e-11    1.102688e-12    2.205377e-13 
1.116902e-09    1.116889e-10    1.116890e-11    1.116890e-12    2.233779e-13 
1.131284e-09    1.131272e-10    1.131272e-11    1.131272e-12    2.262543e-13 
1.145850e-09    1.145837e-10    1.145837e-11    1.145837e-12    2.291675e-13 
1.160601e-09    1.160588e-10    1.160589e-11    1.160589e-12    2.321177e-13 
1.175540e-09    1.175528e-10    1.175528e-11    1.175528e-12    2.351056e-13 
1.190670e-09    1.190658e-10    1.190658e-11    1.190658e-12    2.381315e-13 
1.205992e-09    1.205980e-10    1.205980e-11    1.205980e-12    2.411961e-13 
1.221510e-09    1.221498e-10    1.221498e-11    1.221498e-12    2.442997e-13 
1.237226e-09    1.237214e-10    1.237214e-11    1.237214e-12    2.474428e-13 
1.253143e-09    1.253130e-10    1.253130e-11    1.253130e-12    2.506261e-13 
1.269262e-09    1.269249e-10    1.269250e-11    1.269250e-12    2.538499e-13 
1.285586e-09    1.285574e-10    1.285574e-11    1.285574e-12    2.571148e-13 
1.302119e-09    1.302107e-10    1.302107e-11    1.302107e-12    2.604214e-13 
1.318862e-09    1.318850e-10    1.318850e-11    1.318850e-12    2.637701e-13 
1.335819e-09    1.335807e-10    1.335807e-11    1.335807e-12    2.671615e-13 
1.352993e-09    1.352981e-10    1.352981e-11    1.352981e-12    2.705961e-13 
1.370385e-09    1.370373e-10    1.370373e-11    1.370373e-12    2.740745e-13 
1.387999e-09    1.387987e-10    1.387987e-11    1.387987e-12    2.775973e-13 
1.405837e-09    1.405825e-10    1.405825e-11    1.405825e-12    2.811650e-13 
1.423903e-09    1.423891e-10    1.423891e-11    1.423891e-12    2.847782e-13 
1.442199e-09    1.442187e-10    1.442187e-11    1.442187e-12    2.884374e-13 
1.460728e-09    1.460716e-10    1.460716e-11    1.460716e-12    2.921433e-13 
1.479494e-09    1.479482e-10    1.479482e-11    1.479482e-12    2.958964e-13 
1.498499e-09    1.498487e-10    1.498487e-11    1.498487e-12    2.996974e-13 
1.517746e-09    1.517734e-10    1.517734e-11    1.517734e-12    3.035468e-13 
1.537238e-09    1.537227e-10    1.537227e-11    1.537227e-12    3.074454e-13 
1.556980e-09    1.556968e-10    1.556968e-11    1.556968e-12    3.113936e-13 
1.576972e-09    1.576960e-10    1.576961e-11    1.576961e-12    3.153921e-13 
1.597220e-09    1.597208e-10    1.597208e-11    1.597208e-12    3.194417e-13 
1.617726e-09    1.617714e-10    1.617714e-11    1.617714e-12    3.235428e-13 
1.638493e-09    1.638481e-10    1.638481e-11    1.638481e-12    3.276963e-13 
1.659525e-09    1.659513e-10    1.659513e-11    1.659513e-12    3.319026e-13 
1.680825e-09    1.680813e-10    1.680813e-11    1.680813e-12    3.361627e-13 
1.702396e-09    1.702385e-10    1.702385e-11    1.702385e-12    3.404770e-13 
1.724243e-09    1.724232e-10    1.724232e-11    1.724232e-12    3.448463e-13 
1.746368e-09    1.746357e-10    1.746357e-11    1.746357e-12    3.492714e-13 
1.768776e-09    1.768764e-10    1.768764e-11    1.768764e-12    3.537528e-13 
1.791468e-09    1.791457e-10    1.791457e-11    1.791457e-12    3.582914e-13 
1.814451e-09    1.814439e-10    1.814439e-11    1.814439e-12    3.628879e-13 
1.837726e-09    1.837715e-10    1.837715e-11    1.837715e-12    3.675429e-13 
1.861298e-09    1.861287e-10    1.861287e-11    1.861287e-12    3.722573e-13 
1.885170e-09    1.885159e-10    1.885159e-11    1.885159e-12    3.770319e-13 
1.909347e-09    1.909336e-10    1.909336e-11    1.909336e-12    3.818672e-13 
1.933832e-09    1.933821e-10    1.933821e-11    1.933821e-12    3.867643e-13 
1.958630e-09    1.958618e-10    1.958619e-11    1.958619e-12    3.917237e-13 
1.983743e-09    1.983732e-10    1.983732e-11    1.983732e-12    3.967464e-13 
2.009176e-09    2.009165e-10    2.009166e-11    2.009166e-12    4.018331e-13 
2.034934e-09    2.034923e-10    2.034923e-11    2.034923e-12    4.069847e-13 
2.061020e-09    2.061009e-10    2.061010e-11    2.061010e-12    4.122019e-13 
2.087439e-09    2.087428e-10    2.087428e-11    2.087428e-12    4.174857e-13 
2.114195e-09    2.114184e-10    2.114184e-11    2.114184e-12    4.228368e-13 
2.141291e-09    2.141281e-10    2.141281e-11    2.141281e-12    4.282562e-13 
2.168734e-09    2.168723e-10    2.168723e-11    2.168723e-12    4.337446e-13 
2.196526e-09    2.196515e-10    2.196515e-11    2.196515e-12    4.393030e-13 
2.224672e-09    2.224661e-10    2.224661e-11    2.224661e-12    4.449323e-13 
2.253177e-09    2.253166e-10    2.253167e-11    2.253167e-12    4.506333e-13 
2.282046e-09    2.282035e-10    2.282035e-11    2.282035e-12    4.564070e-13 
2.311282e-09    2.311272e-10    2.311272e-11    2.311272e-12    4.622544e-13 
2.340891e-09    2.340881e-10    2.340881e-11    2.340881e-12    4.681763e-13 
2.370878e-09    2.370868e-10    2.370868e-11    2.370868e-12    4.741736e-13 
2.401247e-09    2.401237e-10    2.401237e-11    2.401237e-12    4.802475e-13 
2.432004e-09    2.431993e-10    2.431994e-11    2.431994e-12    4.863988e-13 
2.463152e-09    2.463142e-10    2.463142e-11    2.463142e-12    4.926285e-13 
2.494698e-09    2.494688e-10    2.494688e-11    2.494688e-12    4.989376e-13 
2.526645e-09    2.526635e-10    2.526636e-11    2.526636e-12    5.053271e-13 
2.559000e-09    2.558990e-10    2.558991e-11    2.558991e-12    5.117982e-13 
2.591768e-09    2.591758e-10    2.591758e-11    2.591758e-12    5.183517e-13 
2.624953e-09    2.624943e-10    2.624944e-11    2.624944e-12    5.249887e-13 
2.658561e-09    2.658552e-10    2.658552e-11    2.658552e-12    5.317104e-13 
2.692598e-09    2.692589e-10    2.692589e-11    2.692589e-12    5.385178e-13 
2.727069e-09    2.727059e-10    2.727060e-11    2.727060e-12    5.454120e-13 
2.761979e-09    2.761970e-10    2.761970e-11    2.761970e-12    5.523940e-13 
2.797334e-09    2.797325e-10    2.797325e-11    2.797325e-12    5.594651e-13 
2.833140e-09    2.833131e-10    2.833132e-11    2.833132e-12    5.666263e-13 
2.869403e-09    2.869394e-10    2.869394e-11    2.869394e-12    5.738788e-13 
2.906128e-09    2.906119e-10    2.906119e-11    2.906119e-12    5.812238e-13 
2.943321e-09    2.943312e-10    2.943312e-11    2.943312e-12    5.886624e-13 
2.980988e-09    2.980979e-10    2.980979e-11    2.980980e-12    5.961959e-13 
3.019135e-09    3.019127e-10    3.019127e-11    3.019127e-12    6.038254e-13 
3.057769e-09    3.057760e-10    3.057761e-11    3.057761e-12    6.115522e-13 
3.096895e-09    3.096887e-10    3.096887e-11    3.096887e-12    6.193775e-13 
3.136521e-09    3.136512e-10    3.136513e-11    3.136513e-12    6.273025e-13 
3.176651e-09    3.176643e-10    3.176643e-11    3.176643e-12    6.353286e-13 
3.217293e-09    3.217285e-10    3.217285e-11    3.217285e-12    6.434570e-13 
3.258453e-09    3.258445e-10    3.258445e-11    3.258445e-12    6.516891e-13 
3.300138e-09    3.300130e-10    3.300130e-11    3.300130e-12    6.600260e-13 
3.342354e-09    3.342346e-10    3.342347e-11    3.342347e-12    6.684693e-13 
3.385108e-09    3.385101e-10    3.385101e-11    3.385101e-12    6.770202e-13 
3.428408e-09    3.428400e-10    3.428401e-11    3.428401e-12    6.856802e-13 
3.472259e-09    3.472252e-10    3.472253e-11    3.472253e-12    6.944505e-13 
3.516670e-09    3.516663e-10    3.516663e-11    3.516663e-12    7.033327e-13 
3.561647e-09    3.561640e-10    3.561640e-11    3.561640e-12    7.123281e-13 
3.607197e-09    3.607190e-10    3.607191e-11    3.607191e-12    7.214381e-13 
3.653328e-09    3.653321e-10    3.653322e-11    3.653322e-12    7.306644e-13 
3.700047e-09    3.700040e-10    3.700041e-11    3.700041e-12    7.400082e-13 
3.747362e-09    3.747355e-10    3.747356e-11    3.747356e-12    7.494712e-13 
3.795280e-09    3.795273e-10    3.795274e-11    3.795274e-12    7.590548e-13 
3.843808e-09    3.843802e-10    3.843803e-11    3.843803e-12    7.687606e-13 
3.892956e-09    3.892950e-10    3.892951e-11    3.892951e-12    7.785901e-13 
3.942730e-09    3.942724e-10    3.942725e-11    3.942725e-12    7.885450e-13 
3.993139e-09    3.993133e-10    3.993134e-11    3.993134e-12    7.986267e-13 
4.044190e-09    4.044184e-10    4.044185e-11    4.044185e-12    8.088370e-13 
4.095892e-09    4.095887e-10    4.095888e-11    4.095888e-12    8.191775e-13 
4.148253e-09    4.148248e-10    4.148249e-11    4.148249e-12    8.296498e-13 
4.201282e-09    4.201277e-10    4.201278e-11    4.201278e-12    8.402556e-13 
4.254987e-09    4.254982e-10    4.254983e-11    4.254983e-12    8.509967e-13 
4.309377e-09    4.309372e-10    4.309373e-11    4.309373e-12    8.618746e-13 
4.364460e-09    4.364455e-10    4.364456e-11    4.364456e-12    8.728913e-13 
4.420245e-09    4.420241e-10    4.420242e-11    4.420242e-12    8.840484e-13 
4.476741e-09    4.476738e-10    4.476739e-11    4.476739e-12    8.953477e-13 
4.533958e-09    4.533955e-10    4.533956e-11    4.533956e-12    9.067911e-13 
4.591904e-09    4.591901e-10    4.591902e-11    4.591902e-12    9.183804e-13 
4.650589e-09    4.650586e-10    4.650587e-11    4.650587e-12    9.301175e-13 
4.710022e-09    4.710020e-10    4.710021e-11    4.710021e-12    9.420041e-13 
4.770213e-09    4.770211e-10    4.770212e-11    4.770212e-12    9.540424e-13 
4.831171e-09    4.831169e-10    4.831170e-11    4.831170e-12    9.662341e-13 
4.892907e-09    4.892905e-10    4.892906e-11    4.892906e-12    9.785812e-13 
4.955429e-09    4.955427e-10    4.955429e-11    4.955429e-12    9.910857e-13 
5.018749e-09    5.018747e-10    5.018748e-11    5.018749e-12    1.003750e-12 
5.082875e-09    5.082874e-10    5.082875e-11    5.082876e-12    1.016575e-12 
5.147820e-09    5.147819e-10    5.147820e-11    5.147820e-12    1.029564e-12 
5.213592e-09    5.213592e-10    5.213593e-11    5.213593e-12    1.042719e-12 
5.280203e-09    5.280203e-10    5.280204e-11    5.280204e-12    1.056041e-12 
5.347663e-09    5.347663e-10    5.347664e-11    5.347664e-12    1.069533e-12 
5.415983e-09    5.415983e-10    5.415985e-11    5.415985e-12    1.083197e-12 
5.485174e-09    5.485175e-10    5.485176e-11    5.485176e-12    1.097035e-12 
5.555247e-09    5.555248e-10    5.555250e-11    5.555250e-12    1.111050e-12 
5.626214e-09    5.626215e-10    5.626217e-11    5.626217e-12    1.125243e-12 
5.698085e-09    5.698087e-10    5.698089e-11    5.698089e-12    1.139618e-12 
5.770873e-09    5.770875e-10    5.770877e-11    5.770877e-12    1.154175e-12 
5.844588e-09    5.844591e-10    5.844593e-11    5.844593e-12    1.168919e-12 
5.919244e-09    5.919247e-10    5.919248e-11    5.919248e-12    1.183850e-12 
5.994851e-09    5.994854e-10    5.994856e-11    5.994856e-12    1.198971e-12 
6.071422e-09    6.071426e-10    6.071427e-11    6.071428e-12    1.214286e-12 
6.148969e-09    6.148973e-10    6.148975e-11    6.148975e-12    1.229795e-12 
6.227505e-09    6.227510e-10    6.227512e-11    6.227512e-12    1.245502e-12 
6.307042e-09    6.307047e-10    6.307049e-11    6.307049e-12    1.261410e-12 
6.387593e-09    6.387599e-10    6.387601e-11    6.387601e-12    1.277520e-12 
6.469171e-09    6.469178e-10    6.469179e-11    6.469180e-12    1.293836e-12 
6.551789e-09    6.551796e-10    6.551798e-11    6.551798e-12    1.310360e-12 
6.635461e-09    6.635468e-10    6.635470e-11    6.635470e-12    1.327094e-12 
6.720199e-09    6.720207e-10    6.720209e-11    6.720209e-12    1.344042e-12 
6.806018e-09    6.806026e-10    6.806028e-11    6.806028e-12    1.361206e-12 
6.892930e-09    6.892939e-10    6.892941e-11    6.892941e-12    1.378588e-12 
6.980951e-09    6.980960e-10    6.980962e-11    6.980963e-12    1.396193e-12 
7.070093e-09    7.070103e-10    7.070106e-11    7.070106e-12    1.414021e-12 
7.160373e-09    7.160383e-10    7.160386e-11    7.160386e-12    1.432077e-12 
7.251803e-09    7.251814e-10    7.251816e-11    7.251817e-12    1.450363e-12 
7.344399e-09    7.344411e-10    7.344413e-11    7.344413e-12    1.468883e-12 
7.438175e-09    7.438188e-10    7.438190e-11    7.438190e-12    1.487638e-12 
7.533147e-09    7.533160e-10    7.533163e-11    7.533163e-12    1.506633e-12 
7.629330e-09    7.629343e-10    7.629346e-11    7.629346e-12    1.525869e-12 
7.726739e-09    7.726753e-10    7.726756e-11    7.726756e-12    1.545351e-12 
7.825389e-09    7.825404e-10    7.825407e-11    7.825408e-12    1.565082e-12 
7.925298e-09    7.925314e-10    7.925317e-11    7.925317e-12    1.585063e-12 
8.026480e-09    8.026497e-10    8.026500e-11    8.026500e-12    1.605300e-12 
8.128952e-09    8.128969e-10    8.128973e-11    8.128973e-12    1.625795e-12 
8.232731e-09    8.232749e-10    8.232752e-11    8.232752e-12    1.646550e-12 
8.337832e-09    8.337851e-10    8.337854e-11    8.337855e-12    1.667571e-12 
8.444274e-09    8.444294e-10    8.444297e-11    8.444297e-12    1.688859e-12 
8.552073e-09    8.552093e-10    8.552096e-11    8.552097e-12    1.710419e-12 
8.661245e-09    8.661267e-10    8.661270e-11    8.661271e-12    1.732254e-12 
8.771810e-09    8.771832e-10    8.771836e-11    8.771836e-12    1.754367e-12 
8.883784e-09    8.883808e-10    8.883811e-11    8.883811e-12    1.776762e-12 
8.997186e-09    8.997210e-10    8.997214e-11    8.997214e-12    1.799443e-12 
9.112034e-09    9.112059e-10    9.112063e-11    9.112063e-12    1.822413e-12 
9.228346e-09    9.228372e-10    9.228375e-11    9.228376e-12    1.845675e-12 
9.346140e-09    9.346167e-10    9.346171e-11    9.346172e-12    1.869234e-12 
9.465436e-09    9.465465e-10    9.465469e-11    9.465469e-12    1.893094e-12 
9.586254e-09    9.586283e-10    9.586287e-11    9.586287e-12    1.917258e-12 
9.708611e-09    9.708642e-10    9.708646e-11    9.708646e-12    1.941729e-12 
9.832529e-09    9.832560e-10    9.832565e-11    9.832565e-12    1.966513e-12 
9.958026e-09    9.958059e-10    9.958063e-11    9.958064e-12    1.991613e-12 
1.008512e-08    1.008516e-09    1.008516e-10    1.008516e-11    2.017032e-12 
1.021384e-08    1.021388e-09    1.021388e-10    1.021388e-11    2.042776e-12 
1.034420e-08    1.034424e-09    1.034424e-10    1.034424e-11    2.068848e-12 
1.047622e-08    1.047626e-09    1.047626e-10    1.047626e-11    2.095253e-12 
1.060992e-08    1.060996e-09    1.060997e-10    1.060997e-11    2.121994e-12 
1.074533e-08    1.074537e-09    1.074538e-10    1.074538e-11    2.149076e-12 
1.088247e-08    1.088251e-09    1.088251e-10    1.088251e-11    2.176503e-12 
1.102135e-08    1.102139e-09    1.102140e-10    1.102140e-11    2.204280e-12 
1.116200e-08    1.116205e-09    1.116205e-10    1.116205e-11    2.232411e-12 
1.130445e-08    1.130449e-09    1.130450e-10    1.130450e-11    2.260900e-12 
1.144871e-08    1.144876e-09    1.144877e-10    1.144877e-11    2.289753e-12 
1.159481e-08    1.159486e-09    1.159487e-10    1.159487e-11    2.318974e-12 
1.174278e-08    1.174283e-09    1.174283e-10    1.174284e-11    2.348567e-12 
1.189263e-08    1.189268e-09    1.189269e-10    1.189269e-11    2.378538e-12 
1.204439e-08    1.204444e-09    1.204445e-10    1.204445e-11    2.408890e-12 
1.219809e-08    1.219814e-09    1.219815e-10    1.219815e-11    2.439630e-12 
1.235374e-08    1.235380e-09    1.235381e-10    1.235381e-11    2.470761e-12 
1.251138e-08    1.251144e-09    1.251145e-10    1.251145e-11    2.502290e-12 
1.267103e-08    1.267109e-09    1.267110e-10    1.267110e-11    2.534220e-12 
1.283272e-08    1.283278e-09    1.283279e-10    1.283279e-11    2.566558e-12 
1.299646e-08    1.299653e-09    1.299654e-10    1.299654e-11    2.599307e-12 
1.316230e-08    1.316236e-09    1.316237e-10    1.316237e-11    2.632474e-12 
1.333025e-08    1.333031e-09    1.333032e-10    1.333032e-11    2.666064e-12 
1.350033e-08    1.350040e-09    1.350041e-10    1.350041e-11    2.700083e-12 
1.367259e-08    1.367266e-09    1.367267e-10    1.367267e-11    2.734535e-12 
1.384705e-08    1.384712e-09    1.384713e-10    1.384713e-11    2.769426e-12 
1.402372e-08    1.402380e-09    1.402381e-10    1.402381e-11    2.804762e-12 
1.420265e-08    1.420273e-09    1.420274e-10    1.420274e-11    2.840549e-12 
1.438387e-08    1.438395e-09    1.438396e-10    1.438396e-11    2.876792e-12 
1.456739e-08    1.456747e-09    1.456748e-10    1.456748e-11    2.913496e-12 
1.475325e-08    1.475334e-09    1.475334e-10    1.475335e-11    2.950669e-12 
1.494148e-08    1.494157e-09    1.494158e-10    1.494158e-11    2.988316e-12 
1.513211e-08    1.513220e-09    1.513221e-10    1.513221e-11    3.026443e-12 
1.532517e-08    1.532527e-09    1.532528e-10    1.532528e-11    3.065055e-12 
1.552069e-08    1.552079e-09    1.552080e-10    1.552080e-11    3.104160e-12 
1.571871e-08    1.571881e-09    1.571882e-10    1.571882e-11    3.143764e-12 
1.591925e-08    1.591935e-09    1.591936e-10    1.591936e-11    3.183873e-12 
1.612234e-08    1.612245e-09    1.612246e-10    1.612246e-11    3.224492e-12 
1.632803e-08    1.632814e-09    1.632815e-10    1.632815e-11    3.265630e-12 
